Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity Sample 1 : TMT10-126,Intensity Sample 2 : TMT10-126,Intensity Sample 3 : TMT10-126,Intensity Sample 1 : TMT10-127N,Intensity Sample 2 : TMT10-127N,Intensity Sample 3 : TMT10-127N,Intensity Sample 1 : TMT10-127C,Intensity Sample 2 : TMT10-127C,Intensity Sample 3 : TMT10-127C,Intensity Sample 1 : TMT10-128C,Intensity Sample 2 : TMT10-128C,Intensity Sample 3 : TMT10-128C,Intensity Sample 1 : TMT10-129C,Intensity Sample 2 : TMT10-129C,Intensity Sample 3 : TMT10-129C,Intensity Sample 1 : TMT10-130C,Intensity Sample 2 : TMT10-130C,Intensity Sample 3 : TMT10-130C,Intensity Sample 1 : TMT10-131,Intensity Sample 2 : TMT10-131,Intensity Sample 3 : TMT10-131,Ratio Sample 1 : TMT10-126,Ratio Sample 2 : TMT10-126,Ratio Sample 3 : TMT10-126,Ratio Sample 1 : TMT10-127N,Ratio Sample 2 : TMT10-127N,Ratio Sample 3 : TMT10-127N,Ratio Sample 1 : TMT10-127C,Ratio Sample 2 : TMT10-127C,Ratio Sample 3 : TMT10-127C,Ratio Sample 1 : TMT10-128C,Ratio Sample 2 : TMT10-128C,Ratio Sample 3 : TMT10-128C,Ratio Sample 1 : TMT10-129C,Ratio Sample 2 : TMT10-129C,Ratio Sample 3 : TMT10-129C,Ratio Sample 1 : TMT10-130C,Ratio Sample 2 : TMT10-130C,Ratio Sample 3 : TMT10-130C,Ratio Sample 1 : TMT10-131,Ratio Sample 2 : TMT10-131,Ratio Sample 3 : TMT10-131,Intensity Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Intensity Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Intensity Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Intensity Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Intensity Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Intensity Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Intensity Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Ratio Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Ratio Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Ratio Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Ratio Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Ratio Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Ratio Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Ratio Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
4012,4386,Q969T9,5.12,67.99,1.212E4,4.757E3,1.741E4,2.593E4,9.624E3,2.689E4,1.66E4,5.465E3,2.585E4,2.949E4,1.135E4,3.489E4,2.573E4,5.77E3,3.742E4,2.272E4,6.902E3,3.439E4,2.5E4,5.938E3,3.768E4,1.00,0.39,1.44,2.14,0.79,2.22,1.37,0.45,2.13,2.43,0.94,2.88,2.12,0.48,3.09,1.88,0.57,2.84,2.06,0.49,3.11,3.429E4,6.245E4,4.792E4,7.573E4,6.892E4,6.401E4,6.862E4,1.00,1.82,1.40,2.21,2.01,1.87,2.00,12,4,4,TMT10plex,28087,WW domain-binding protein 2 OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1
2998,4293,P15954,6.24,67.92,1.5E4,9.558E4,2.039E4,2.926E4,2.026E5,4.835E4,2.604E4,1.47E5,4.208E4,6.713E4,2.977E5,1.076E5,4.013E4,2.125E5,6.728E4,3.815E4,2.014E5,5.832E4,3.459E4,1.53E5,6.525E4,1.00,6.37,1.36,1.95,13.51,3.22,1.74,9.80,2.81,4.48,19.85,7.17,2.68,14.17,4.49,2.54,13.43,3.89,2.31,10.20,4.35,1.31E5,2.802E5,2.151E5,4.724E5,3.199E5,2.979E5,2.529E5,1.00,2.14,1.64,3.61,2.44,2.27,1.93,41,3,3,TMT10plex,7245,Cytochrome c oxidase subunit 7C  mitochondrial OS=Homo sapiens OX=9606 GN=COX7C PE=1 SV=1
4539,4575,Q99633,5.44,67.92,2.06E3,1.557E3,3.688E3,9.71E3,3.083E3,9.375E3,4.012E3,1.552E3,4.791E3,1.118E4,5.091E3,1.255E4,6.406E3,4.172E3,8.397E3,9.616E3,1.954E3,8.928E3,1.419E4,3.499E3,9.1E3,1.00,0.76,1.79,4.71,1.50,4.55,1.95,0.75,2.33,5.43,2.47,6.09,3.11,2.02,4.08,4.67,0.95,4.33,6.89,1.70,4.42,7.305E3,2.217E4,1.036E4,2.882E4,1.897E4,2.05E4,2.679E4,1.00,3.03,1.42,3.95,2.60,2.81,3.67,11,3,2,TMT10plex,39860,Pre-mRNA-splicing factor 18 OS=Homo sapiens OX=9606 GN=PRPF18 PE=1 SV=1
4345,4057,Q9Y478,5.10,67.92,5.551E3,3.895E3,1.685E4,8.579E3,8.543E3,1.871E4,7.873E3,6.929E3,2.37E4,1.187E4,1.039E4,2.701E4,8.992E3,6.646E3,2.067E4,5.223E3,4.75E3,1.69E4,1.796E4,5.21E3,2.953E4,1.00,0.70,3.04,1.55,1.54,3.37,1.42,1.25,4.27,2.14,1.87,4.87,1.62,1.20,3.72,0.94,0.86,3.04,3.24,0.94,5.32,2.63E4,3.583E4,3.85E4,4.926E4,3.631E4,2.687E4,5.27E4,1.00,1.36,1.46,1.87,1.38,1.02,2.00,15,3,3,TMT10plex,30382,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens OX=9606 GN=PRKAB1 PE=1 SV=4
3995,4181,Q9H8G2,8.65,67.92,2.607E4,9.114E3,3.339E3,7.307E4,3.445E4,8.036E3,4.628E4,2.187E4,3.559E3,9.421E4,4.614E4,9.423E3,5.229E4,2.436E4,5.107E3,5.319E4,2.29E4,5.919E3,7.405E4,3.138E4,7.621E3,1.00,0.35,0.13,2.80,1.32,0.31,1.78,0.84,0.14,3.61,1.77,0.36,2.01,0.93,0.20,2.04,0.88,0.23,2.84,1.20,0.29,3.852E4,1.156E5,7.171E4,1.498E5,8.175E4,8.201E4,1.131E5,1.00,3.00,1.86,3.89,2.12,2.13,2.93,7,3,3,TMT10plex; Carbamidomethylation,38368,Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens OX=9606 GN=CAAP1 PE=1 SV=2
4592,5599,Q9H9H4,3.63,67.91,7.854E3,5.956E3,1.506E3,1.554E4,1.131E4,1.551E3,1.427E4,8.064E3,2.462E3,1.972E4,1.565E4,3.918E3,1.122E4,9.455E3,1.895E3,1.3E4,1.253E4,1.517E3,1.36E4,8.831E3,2.161E3,1.00,0.76,0.19,1.98,1.44,0.20,1.82,1.03,0.31,2.51,1.99,0.50,1.43,1.20,0.24,1.66,1.60,0.19,1.73,1.12,0.28,1.532E4,2.841E4,2.48E4,3.928E4,2.257E4,2.705E4,2.459E4,1.00,1.85,1.62,2.57,1.47,1.77,1.61,12,2,2,TMT10plex,31307,Vacuolar protein sorting-associated protein 37B OS=Homo sapiens OX=9606 GN=VPS37B PE=1 SV=1
3817,4638,Q96BS2,13.60,67.90,0,1.033E3,7.885E3,8.612E3,5.126E3,1.34E4,2.36E3,0,1.023E4,1.303E3,1.35E3,1.519E4,3.065E3,1.507E3,1.093E4,3.034E3,3.445E3,1.186E4,1.48E4,1.023E4,2.489E4,-,256.00,256.00,256.00,256.00,256.00,256.00,-,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,8.918E3,2.714E4,1.259E4,1.785E4,1.55E4,1.834E4,4.992E4,1.00,3.04,1.41,2.00,1.74,2.06,5.60,21,3,3,TMT10plex; Deamidation (NQ),24750,Calcineurin B homologous protein 3 OS=Homo sapiens OX=9606 GN=TESC PE=1 SV=3
4265,3993,P50748,6.73,67.84,1.649E4,8.779E3,7.799E3,4.192E4,2.394E4,1.242E4,2.74E4,1.657E4,1.381E4,3.995E4,2.298E4,1.758E4,2.766E4,1.911E4,1.452E4,2.357E4,1.623E4,1.36E4,3.868E4,1.832E4,1.164E4,1.00,0.53,0.47,2.54,1.45,0.75,1.66,1.01,0.84,2.42,1.39,1.07,1.68,1.16,0.88,1.43,0.98,0.82,2.35,1.11,0.71,3.307E4,7.827E4,5.778E4,8.051E4,6.129E4,5.34E4,6.864E4,1.00,2.37,1.75,2.43,1.85,1.61,2.08,1,3,3,TMT10plex,250746,Kinetochore-associated protein 1 OS=Homo sapiens OX=9606 GN=KNTC1 PE=1 SV=1
3434,3676,Q99549,9.75,67.82,1.42E4,1.882E4,1.403E4,6.083E4,5.276E4,5.505E4,2.321E4,3.404E4,2.294E4,5.052E4,5.686E4,5.852E4,2.566E4,2.83E4,2.862E4,2.829E4,3.337E4,2.571E4,7.876E4,4.661E4,6.132E4,1.00,1.33,0.99,4.28,3.72,3.88,1.63,2.40,1.62,3.56,4.00,4.12,1.81,1.99,2.02,1.99,2.35,1.81,5.55,3.28,4.32,4.705E4,1.686E5,8.02E4,1.659E5,8.259E4,8.737E4,1.867E5,1.00,3.58,1.70,3.53,1.76,1.86,3.97,5,4,4,TMT10plex; Carbamidomethylation; Deamidation (NQ),97182,M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2
3974,3994,Q9H479,2.60,67.79,1.868E4,2.945E4,2.628E4,2.957E3,5.573E4,7.684E3,8.989E3,3.437E4,1.851E4,6.611E3,6.052E4,1.735E4,8.093E3,4.682E4,1.654E4,9.08E3,4.443E4,1.6E4,4.285E3,4.654E4,9.079E3,1.00,1.58,1.41,0.16,2.98,0.41,0.48,1.84,0.99,0.35,3.24,0.93,0.43,2.51,0.89,0.49,2.38,0.86,0.23,2.49,0.49,7.441E4,6.637E4,6.187E4,8.448E4,7.145E4,6.951E4,5.991E4,1.00,0.89,0.83,1.14,0.96,0.93,0.81,16,5,5,TMT10plex; Carbamidomethylation,35171,Fructosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3K PE=1 SV=1
4091,4027,Q6ICG6,9.42,67.71,1.804E4,3.403E3,5.751E3,4.205E4,9.471E3,1.438E4,2.042E4,5.826E3,9.343E3,4.226E4,1.128E4,1.188E4,4.846E4,1.173E4,1.494E4,3.07E4,5.807E3,7.518E3,4.745E4,8.77E3,1.412E4,1.00,0.19,0.32,2.33,0.53,0.80,1.13,0.32,0.52,2.34,0.63,0.66,2.69,0.65,0.83,1.70,0.32,0.42,2.63,0.49,0.78,2.719E4,6.59E4,3.559E4,6.541E4,7.514E4,4.403E4,7.034E4,1.00,2.42,1.31,2.41,2.76,1.62,2.59,9,3,3,TMT10plex,45794,Uncharacterized protein KIAA0930 OS=Homo sapiens OX=9606 GN=KIAA0930 PE=1 SV=1
3692,3740,Q9NUW8,3.34,67.70,3.553E3,1.554E4,4.174E4,6.87E3,1.677E4,2.457E4,5.214E3,1.981E4,3.934E4,8.005E3,1.633E4,2.926E4,6.797E3,1.649E4,2.749E4,5.788E3,1.401E4,2.325E4,5.714E3,1.238E4,2.605E4,1.00,4.37,11.75,1.93,4.72,6.92,1.47,5.58,11.07,2.25,4.60,8.24,1.91,4.64,7.74,1.63,3.94,6.54,1.61,3.48,7.33,6.083E4,4.822E4,6.437E4,5.36E4,5.078E4,4.305E4,4.414E4,1.00,0.79,1.06,0.88,0.83,0.71,0.73,8,4,4,TMT10plex,68420,Tyrosyl-DNA phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=TDP1 PE=1 SV=2
3818,5049,Q99807,15.96,67.62,1.018E4,6.658E3,4.922E3,2.683E4,1.044E4,1.439E4,1.715E4,1.44E4,1.602E4,6.55E4,3.067E4,4.109E4,4.422E4,2.46E4,3.163E4,3.5E4,2.045E4,2.402E4,3.7E4,1.527E4,1.811E4,1.00,0.65,0.48,2.64,1.03,1.41,1.68,1.41,1.57,6.43,3.01,4.04,4.34,2.42,3.11,3.44,2.01,2.36,3.63,1.50,1.78,2.176E4,5.166E4,4.757E4,1.373E5,1.004E5,7.947E4,7.038E4,1.00,2.37,2.19,6.31,4.62,3.65,3.23,12,2,2,TMT10plex,24277,5-demethoxyubiquinone hydroxylase  mitochondrial OS=Homo sapiens OX=9606 GN=COQ7 PE=1 SV=3
4013,4394,Q96GC5,5.07,67.60,4.093E3,1.327E4,1.126E4,1.338E4,3.116E4,1.733E4,1.218E4,2.242E4,2.198E4,2.187E4,3.85E4,2.253E4,1.298E4,2.277E4,1.604E4,6.643E3,2.363E4,1.899E4,1.927E4,3.69E4,2.021E4,1.00,3.24,2.75,3.27,7.61,4.23,2.97,5.48,5.37,5.34,9.41,5.50,3.17,5.56,3.92,1.62,5.77,4.64,4.71,9.02,4.94,2.863E4,6.187E4,5.658E4,8.291E4,5.179E4,4.926E4,7.638E4,1.00,2.16,1.98,2.90,1.81,1.72,2.67,15,3,3,TMT10plex,23935,39S ribosomal protein L48  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2
4577,3959,P62253,10.08,67.55,2.456E3,8.049E3,0,5.947E3,1.704E4,1.145E3,3.738E3,1.929E4,1.088E3,8.858E3,2.416E4,2.06E3,7.017E3,1.597E4,2.539E3,8.143E3,2.551E4,1.114E3,8.126E3,2.524E4,0,1.00,3.28,0,2.42,6.94,0.47,1.52,7.85,0.44,3.61,9.83,0.84,2.86,6.50,1.03,3.31,10.39,0.45,3.31,10.27,0.00,1.051E4,2.414E4,2.412E4,3.508E4,2.552E4,3.477E4,3.336E4,1.00,2.30,2.30,3.34,2.43,3.31,3.18,29,4,4,TMT10plex,19509,Ubiquitin-conjugating enzyme E2 G1 OS=Homo sapiens OX=9606 GN=UBE2G1 PE=1 SV=3
3558,4382,Q9H2P9,11.98,67.49,1.148E4,1.558E4,8.619E3,2.456E4,2.174E4,1.846E4,2.329E4,2.652E4,1.931E4,3.321E4,2.97E4,2.305E4,2.782E4,3.392E4,2.163E4,2.952E4,3.161E4,2.358E4,3.953E4,4.08E4,3.061E4,1.00,1.36,0.75,2.14,1.89,1.61,2.03,2.31,1.68,2.89,2.59,2.01,2.42,2.95,1.88,2.57,2.75,2.05,3.44,3.55,2.67,3.569E4,6.475E4,6.912E4,8.596E4,8.338E4,8.471E4,1.109E5,1.00,1.81,1.94,2.41,2.34,2.37,3.11,12,3,3,TMT10plex,31651,Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5 PE=1 SV=2
4393,3805,Q9H5Z1,4.43,67.46,4.481E3,656.925,3.523E3,8.576E3,5.232E3,1.147E4,9.096E3,2.623E3,1.05E4,1.275E4,1.012E4,1.258E4,9.204E3,5.872E3,7.895E3,6.52E3,5.44E3,8.55E3,7.725E3,7.824E3,7.738E3,1.00,0.15,0.79,1.91,1.17,2.56,2.03,0.59,2.34,2.84,2.26,2.81,2.05,1.31,1.76,1.45,1.21,1.91,1.72,1.75,1.73,8.661E3,2.527E4,2.222E4,3.545E4,2.297E4,2.051E4,2.329E4,1.00,2.92,2.57,4.09,2.65,2.37,2.69,6,4,4,TMT10plex; Carbamidomethylation,78910,Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens OX=9606 GN=DHX35 PE=1 SV=2
4010,4314,P50583,8.82,67.45,1.452E4,1.074E3,9.805E3,3.514E4,6.649E3,3.834E4,2.075E4,4.414E3,2.162E4,3.074E4,9.456E3,3.807E4,2.017E4,8.933E3,1.996E4,2.103E4,2.945E3,2.106E4,1.881E4,4.706E3,1.893E4,1.00,0.07,0.68,2.42,0.46,2.64,1.43,0.30,1.49,2.12,0.65,2.62,1.39,0.62,1.37,1.45,0.20,1.45,1.30,0.32,1.30,2.54E4,8.013E4,4.678E4,7.826E4,4.906E4,4.503E4,4.245E4,1.00,3.15,1.84,3.08,1.93,1.77,1.67,20,3,3,TMT10plex,16829,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens OX=9606 GN=NUDT2 PE=1 SV=3
4145,4206,Q9UM00,6.47,67.41,1.03E4,9.4E3,2.927E4,1.886E4,1.875E4,7.011E4,1.62E4,1.904E4,6.711E4,2.078E4,2.365E4,7.582E4,1.981E4,2.059E4,7.274E4,2.268E4,2.606E4,7.676E4,3.59E4,3.275E4,1.033E5,1.00,0.91,2.84,1.83,1.82,6.81,1.57,1.85,6.52,2.02,2.30,7.36,1.92,2.00,7.06,2.20,2.53,7.45,3.49,3.18,10.03,4.897E4,1.077E5,1.024E5,1.203E5,1.131E5,1.255E5,1.719E5,1.00,2.20,2.09,2.46,2.31,2.56,3.51,16,3,3,TMT10plex,21175,Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=1
3934,3413,Q76FK4,5.13,67.38,7.141E3,2.539E4,3.343E3,1.077E4,3.449E4,4.279E3,9.591E3,4.521E4,5.322E3,1.705E4,6.151E4,1.099E4,1.192E4,4.667E4,5.739E3,1.304E4,4.911E4,7.395E3,8.234E3,4.608E4,6.919E3,1.00,3.55,0.47,1.51,4.83,0.60,1.34,6.33,0.75,2.39,8.61,1.54,1.67,6.53,0.80,1.83,6.88,1.04,1.15,6.45,0.97,3.587E4,4.954E4,6.012E4,8.956E4,6.433E4,6.955E4,6.124E4,1.00,1.38,1.68,2.50,1.79,1.94,1.71,6,6,6,TMT10plex; Carbamidomethylation,131616,Nucleolar protein 8 OS=Homo sapiens OX=9606 GN=NOL8 PE=1 SV=1
3781,3427,Q14139,6.46,67.35,1.258E4,1.128E4,2.817E3,3.283E4,1.963E4,6.99E3,2.115E4,1.429E4,3.727E3,2.861E4,1.909E4,8.006E3,2.581E4,1.565E4,4.271E3,1.881E4,1.168E4,4.26E3,3.018E4,1.684E4,4.806E3,1.00,0.90,0.22,2.61,1.56,0.56,1.68,1.14,0.30,2.27,1.52,0.64,2.05,1.24,0.34,1.50,0.93,0.34,2.40,1.34,0.38,2.667E4,5.945E4,3.917E4,5.57E4,4.573E4,3.475E4,5.182E4,1.00,2.23,1.47,2.09,1.71,1.30,1.94,4,4,4,TMT10plex; Carbamidomethylation,122560,Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2
4306,4389,Q9HB58,9.42,67.34,4.639E3,1.92E3,8.69E3,4.42E3,1.271E3,1.391E4,7.183E3,2.69E3,1.56E4,7.77E3,4.371E3,1.961E4,5.676E3,3.146E3,2.042E4,5.412E3,3.635E3,1.5E4,2.124E3,2.229E3,8.415E3,1.00,0.41,1.87,0.95,0.27,3.00,1.55,0.58,3.36,1.68,0.94,4.23,1.22,0.68,4.40,1.17,0.78,3.23,0.46,0.48,1.81,1.525E4,1.96E4,2.547E4,3.175E4,2.925E4,2.405E4,1.277E4,1.00,1.29,1.67,2.08,1.92,1.58,0.84,9,5,5,TMT10plex; Carbamidomethylation; Phosphorylation (STY),78396,Sp110 nuclear body protein OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=5
4590,5411,P56270,2.98,67.30,1.112E4,9.145E3,2.765E3,2E4,1.812E4,6.636E3,2E4,2.004E4,6.175E3,2.935E4,2.838E4,8.98E3,1.539E4,1.838E4,3.739E3,1.665E4,1.634E4,5.916E3,2.298E4,1.719E4,5.66E3,1.00,0.82,0.25,1.80,1.63,0.60,1.80,1.80,0.56,2.64,2.55,0.81,1.38,1.65,0.34,1.50,1.47,0.53,2.07,1.55,0.51,2.303E4,4.476E4,4.622E4,6.67E4,3.751E4,3.89E4,4.583E4,1.00,1.94,2.01,2.90,1.63,1.69,1.99,5,2,2,TMT10plex; Carbamidomethylation,48608,Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1
4198,4530,Q15043,13.20,67.26,1.696E3,0,0,3.43E3,0,2.206E3,3.509E3,0,1.308E3,5.766E3,0,2.215E3,4.065E3,0,1.411E3,6.971E3,0,1.893E3,1.06E4,0,1.286E3,1.00,0,0,2.02,0,1.30,2.07,0,0.77,3.40,0,1.31,2.40,0,0.83,4.11,0,1.12,6.25,0,0.76,1.696E3,5.636E3,4.817E3,7.981E3,5.476E3,8.864E3,1.188E4,1.00,3.32,2.84,4.70,3.23,5.23,7.00,8,4,3,TMT10plex; Carbamidomethylation,54212,Zinc transporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3
3882,6537,P60604,10.21,67.23,8.609E3,1.679E4,8.062E3,2.276E4,4.414E4,2.664E4,1.635E4,3.676E4,2.296E4,2.774E4,4.465E4,3.258E4,2.335E4,4.91E4,2.803E4,2.051E4,3.981E4,2.401E4,2.109E4,4.344E4,2.612E4,1.00,1.95,0.94,2.64,5.13,3.09,1.90,4.27,2.67,3.22,5.19,3.78,2.71,5.70,3.26,2.38,4.62,2.79,2.45,5.05,3.03,3.346E4,9.355E4,7.607E4,1.05E5,1.005E5,8.433E4,9.064E4,1.00,2.80,2.27,3.14,3.00,2.52,2.71,20,3,3,TMT10plex; Carbamidomethylation; Deamidation (NQ),18566,Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens OX=9606 GN=UBE2G2 PE=1 SV=1
3587,4040,Q14761,2.84,67.21,4.773E4,6.355E4,9.896E3,5.314E4,8.379E4,1.822E4,6.91E4,7.182E4,7.647E3,5.647E4,7.832E4,1.062E4,5.204E4,5.889E4,1.091E4,6.528E4,6.526E4,7.353E3,4.28E4,5.371E4,8.726E3,1.00,1.33,0.21,1.11,1.76,0.38,1.45,1.50,0.16,1.18,1.64,0.22,1.09,1.23,0.23,1.37,1.37,0.15,0.90,1.13,0.18,1.212E5,1.552E5,1.486E5,1.454E5,1.219E5,1.379E5,1.052E5,1.00,1.28,1.23,1.20,1.01,1.14,0.87,15,3,3,TMT10plex,21196,Protein tyrosine phosphatase receptor type C-associated protein OS=Homo sapiens OX=9606 GN=PTPRCAP PE=1 SV=1
4307,4669,Q53SF7,27.61,67.20,4.1E3,1.941E3,0,1.044E4,2.029E3,0,8.231E3,1.631E3,0,6.206E4,2.752E4,0,6.984E3,1.14E3,0,6.653E3,2.95E3,0,1.768E4,4.369E3,0,1.00,0.47,0,2.55,0.49,0,2.01,0.40,0,15.14,6.71,0,1.70,0.28,0,1.62,0.72,0,4.31,1.07,0,6.041E3,1.247E4,9.862E3,8.958E4,8.124E3,9.603E3,2.205E4,1.00,2.06,1.63,14.83,1.34,1.59,3.65,3,3,3,TMT10plex; Carbamidomethylation,131787,Cordon-bleu protein-like 1 OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=2
4570,6516,Q6UW68,5.22,67.16,4.679E3,6.127E3,2.123E4,6.995E3,1.422E4,6.522E4,6.919E3,1.29E4,3.091E4,1.312E4,2.159E4,8.077E4,6.826E3,1.324E4,4.067E4,1.329E4,1.983E4,4.864E4,5.81E3,1.072E4,3.985E4,1.00,1.31,4.54,1.50,3.04,13.94,1.48,2.76,6.61,2.80,4.62,17.26,1.46,2.83,8.69,2.84,4.24,10.40,1.24,2.29,8.52,3.203E4,8.644E4,5.073E4,1.155E5,6.074E4,8.176E4,5.639E4,1.00,2.70,1.58,3.61,1.90,2.55,1.76,14,2,2,TMT10plex,21198,Transmembrane protein 205 OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1
4351,4333,Q8WTW3,5.13,67.16,912.61,2.302E3,871.154,5.049E3,2.735E3,3.443E3,3.595E3,4.443E3,2.036E3,1.294E4,5.663E3,5.713E3,3.745E3,3.784E3,1.88E3,2.559E3,4.823E3,1.829E3,5.234E3,3.407E3,3.38E3,1.00,2.52,0.95,5.53,3.00,3.77,3.94,4.87,2.23,14.17,6.20,6.26,4.10,4.15,2.06,2.80,5.29,2.00,5.74,3.73,3.70,4.086E3,1.123E4,1.007E4,2.431E4,9.41E3,9.211E3,1.202E4,1.00,2.75,2.47,5.95,2.30,2.25,2.94,3,3,2,TMT10plex,108978,Conserved oligomeric Golgi complex subunit 1 OS=Homo sapiens OX=9606 GN=COG1 PE=1 SV=1
5325,4876,Q9BVS4,7.67,67.13,1.78E3,5.037E3,0,4.803E3,1.283E4,0,2.835E3,4.977E3,0,8.664E3,1.64E4,0,3.848E3,8.69E3,0,4.73E3,7.115E3,0,8.218E3,1.722E4,0,1.00,2.83,0,2.70,7.21,0,1.59,2.80,0,4.87,9.21,0,2.16,4.88,0,2.66,4.00,0,4.62,9.68,0,6.817E3,1.764E4,7.812E3,2.506E4,1.254E4,1.185E4,2.544E4,1.00,2.59,1.15,3.68,1.84,1.74,3.73,5,2,2,TMT10plex,63283,Serine/threonine-protein kinase RIO2 OS=Homo sapiens OX=9606 GN=RIOK2 PE=1 SV=2
4789,4152,Q8TDH9,22.45,67.11,0,3.774E4,3.007E4,0,5.12E4,2.373E4,0,6.431E4,4.473E4,0,6.652E4,3.282E4,0,6.666E4,4.968E4,0,8.974E4,7.056E4,0,4.416E4,1.518E4,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,-,256.00,256.00,6.781E4,7.492E4,1.09E5,9.934E4,1.163E5,1.603E5,5.934E4,1.00,1.10,1.61,1.46,1.72,2.36,0.88,18,3,3,TMT10plex; Carbamidomethylation,21609,Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1
4483,4020,Q8IYQ7,4.85,67.07,2.117E3,2.263E3,9.974E3,7.034E3,7.853E3,1.348E4,3.75E3,3.508E3,1.086E4,1.072E4,8.766E3,2.256E4,5.409E3,5.756E3,1.24E4,3.929E3,5.095E3,1.363E4,4.211E3,6.381E3,1.278E4,1.00,1.07,4.71,3.32,3.71,6.37,1.77,1.66,5.13,5.06,4.14,10.65,2.55,2.72,5.86,1.86,2.41,6.43,1.99,3.01,6.04,1.435E4,2.837E4,1.811E4,4.204E4,2.356E4,2.265E4,2.338E4,1.00,1.98,1.26,2.93,1.64,1.58,1.63,6,3,3,TMT10plex; Carbamidomethylation,83070,Threonine synthase-like 1 OS=Homo sapiens OX=9606 GN=THNSL1 PE=1 SV=2
3927,4051,P82094,2.71,66.95,6.743E3,4.114E3,0,1.468E4,4.127E3,1.987E3,9.615E3,3.496E3,1.477E3,1.742E4,7.137E3,2.772E3,1.085E4,8.032E3,2.182E3,1.026E4,5.314E3,1.997E3,1.936E4,5.502E3,1.827E3,1.00,0.61,0,2.18,0.61,0.29,1.43,0.52,0.22,2.58,1.06,0.41,1.61,1.19,0.32,1.52,0.79,0.30,2.87,0.82,0.27,1.086E4,2.08E4,1.459E4,2.733E4,2.107E4,1.757E4,2.669E4,1.00,1.92,1.34,2.52,1.94,1.62,2.46,2,5,3,TMT10plex,122842,TATA element modulatory factor OS=Homo sapiens OX=9606 GN=TMF1 PE=1 SV=2
